county_qualified_name	homes_sold	new_listings	inventory	median_dom	months_of_supply	state_code	county_name	months_averaged
Collin County, TX	1081.71	1209.14	2673.43	42.71	2.6	TX	Collin County	6
Collin County, TX	1229.69	1566.62	2789.38	32.77	2.36	TX	Collin County	12
Collin County, TX	1197.12	1505.44	2452.0	29.69	2.09	TX	Collin County	18
Collingsworth County, TX	1.5	3.5	6.0	234.5	5.0	TX	Collingsworth County	1
Collingsworth County, TX	1.67	3.0	5.0	172.33	3.83	TX	Collingsworth County	3
Collingsworth County, TX	1.5	2.5	5.0	137.5	4.12	TX	Collingsworth County	6
Collingsworth County, TX	1.5	2.2	4.5	122.17	3.58	TX	Collingsworth County	12
Collingsworth County, TX	1.5	2.2	4.5	122.17	3.58	TX	Collingsworth County	18
Colorado County, TX	16.0	21.5	73.0	114.5	5.1	TX	Colorado County	1
Colorado County, TX	12.75	18.25	79.0	101.0	7.38	TX	Colorado County	3
Colorado County, TX	13.0	18.29	83.86	76.0	7.63	TX	Colorado County	6
Colorado County, TX	13.77	20.69	77.15	63.54	6.57	TX	Colorado County	12
Colorado County, TX	14.19	20.19	72.5	61.12	5.96	TX	Colorado County	18
Comal County, TX	288.0	386.0	1192.0	77.5	4.2	TX	Comal County	1
Comal County, TX	247.5	344.5	1219.0	77.0	5.12	TX	Comal County	3
Comal County, TX	253.29	325.86	1248.0	64.71	5.06	TX	Comal County	6
Comal County, TX	300.31	401.15	1136.15	44.23	4.05	TX	Comal County	12
Comal County, TX	297.94	394.0	1012.38	39.38	3.61	TX	Comal County	18
Comanche County, TX	12.5	13.0	79.5	93.5	6.4	TX	Comanche County	1
Comanche County, TX	12.75	17.25	83.5	102.75	8.7	TX	Comanche County	3
Comanche County, TX	10.86	16.43	82.57	91.43	9.36	TX	Comanche County	6
Comanche County, TX	14.0	21.15	75.85	73.15	6.95	TX	Comanche County	12
Comanche County, TX	13.06	19.94	68.44	66.88	6.44	TX	Comanche County	18
Concho County, TX	1.0	1.0	5.0	313.0	5.0	TX	Concho County	1
Concho County, TX	1.0	1.0	5.0	313.0	5.0	TX	Concho County	3
Concho County, TX	2.33	1.0	7.33	153.67	5.2	TX	Concho County	6
Concho County, TX	2.12	2.5	8.12	80.0	5.18	TX	Concho County	12
Concho County, TX	2.0	2.9	7.5	71.33	5.04	TX	Concho County	18
Cooke County, TX	35.0	42.5	119.5	52.5	3.55	TX	Cooke County	1
Cooke County, TX	28.75	42.25	132.0	51.25	5.0	TX	Cooke County	3
Cooke County, TX	28.86	40.14	136.86	50.57	5.23	TX	Cooke County	6
Cooke County, TX	34.08	50.69	123.08	39.23	4.13	TX	Cooke County	12
Cooke County, TX	34.44	48.06	108.62	37.44	3.59	TX	Cooke County	18
Coryell County, TX	70.0	92.0	176.5	38.0	2.5	TX	Coryell County	1
Coryell County, TX	69.25	82.25	188.25	42.5	2.72	TX	Coryell County	3
Coryell County, TX	71.14	81.57	207.0	37.0	2.91	TX	Coryell County	6
Coryell County, TX	86.62	106.0	195.15	25.23	2.37	TX	Coryell County	12
Coryell County, TX	87.19	105.31	173.75	22.38	2.1	TX	Coryell County	18
Cottle County, TX	1.0		3.0	8.0	3.0	TX	Cottle County	6
Cottle County, TX	1.0	1.0	2.0	36.67	2.0	TX	Cottle County	12
Cottle County, TX	1.0	1.0	2.0	36.67	2.0	TX	Cottle County	18
Crane County, TX	4.5	1.0	5.5	129.5	1.2	TX	Crane County	1
Crane County, TX	3.67	1.67	8.33	123.33	3.13	TX	Crane County	3
Crane County, TX	2.5	1.67	11.5	86.0	7.82	TX	Crane County	6
Crane County, TX	2.45	2.91	12.91	108.82	7.67	TX	Crane County	12
Crane County, TX	2.21	2.57	12.57	123.07	8.1	TX	Crane County	18
Crockett County, TX	2.0	2.0	13.0	7.5	6.5	TX	Crockett County	1
Crockett County, TX	1.67	1.67	14.0	5.67	9.67	TX	Crockett County	3
Crockett County, TX	1.67	1.67	14.0	5.67	9.67	TX	Crockett County	6
Crockett County, TX	1.5	2.86	11.5	49.5	8.62	TX	Crockett County	12
Crockett County, TX	1.5	2.86	11.5	49.5	8.62	TX	Crockett County	18
Crosby County, TX	5.5	3.0	7.0	33.5	1.25	TX	Crosby County	1
Crosby County, TX	4.5	4.5	9.25	29.5	2.33	TX	Crosby County	3
Crosby County, TX	3.57	4.29	9.29	35.43	3.8	TX	Crosby County	6
Crosby County, TX	3.92	4.69	8.15	34.0	2.93	TX	Crosby County	12
Crosby County, TX	3.5	4.69	8.06	37.5	3.32	TX	Crosby County	18
Culberson County, TX	1.5	2.0	3.0	99.0	2.0	TX	Culberson County	1
Culberson County, TX	1.5	2.0	3.0	99.0	2.0	TX	Culberson County	3
Culberson County, TX	1.5	2.0	3.0	99.0	2.0	TX	Culberson County	6
Culberson County, TX	1.67	2.0	2.67	61.0	1.67	TX	Culberson County	12
Culberson County, TX	1.67	1.6	3.33	172.4	2.25	TX	Culberson County	18
Dallam County, TX	1.0	1.0		5.0		TX	Dallam County	3
Dallam County, TX	1.75	1.0	1.0	32.5	1.0	TX	Dallam County	6
Dallam County, TX	1.75	1.0	1.0	32.5	1.0	TX	Dallam County	12
Dallam County, TX	1.75	1.0	1.0	32.5	1.0	TX	Dallam County	18
Dallas County, TX	1839.0	2416.5	3436.5	28.0	1.85	TX	Dallas County	1
Dallas County, TX	1561.0	2078.25	3529.5	34.75	2.38	TX	Dallas County	3
Dallas County, TX	1553.0	1927.43	3826.29	33.14	2.53	TX	Dallas County	6
Dallas County, TX	1847.54	2349.85	3826.0	26.54	2.18	TX	Dallas County	12
Dallas County, TX	1856.12	2320.44	3509.94	25.38	1.98	TX	Dallas County	18
Dawson County, TX	4.5	5.5	10.5	167.5	2.35	TX	Dawson County	1
Dawson County, TX	4.33	4.33	12.67	145.67	3.0	TX	Dawson County	3
Dawson County, TX	3.67	4.33	16.33	98.0	5.13	TX	Dawson County	6
Dawson County, TX	3.58	5.0	15.25	84.5	4.98	TX	Dawson County	12
Dawson County, TX	3.4	4.93	14.93	84.93	5.94	TX	Dawson County	18
DeWitt County, TX	10.0	11.0	42.0	51.0	4.25	TX	DeWitt County	1
DeWitt County, TX	6.75	10.5	40.5	61.75	8.95	TX	DeWitt County	3
DeWitt County, TX	7.0	9.0	40.14	69.71	7.53	TX	DeWitt County	6
DeWitt County, TX	7.92	11.54	35.31	54.62	5.6	TX	DeWitt County	12
DeWitt County, TX	7.69	10.62	32.56	54.69	5.22	TX	DeWitt County	18
Deaf Smith County, TX	1.5	4.5	10.0	25.5	8.0	TX	Deaf Smith County	1
Deaf Smith County, TX	2.5	3.0	7.75	49.25	5.0	TX	Deaf Smith County	3
Deaf Smith County, TX	2.29	3.67	8.71	62.57	5.6	TX	Deaf Smith County	6
Deaf Smith County, TX	2.89	3.5	8.44	52.78	4.71	TX	Deaf Smith County	12
Deaf Smith County, TX	2.7	3.56	8.2	50.5	4.84	TX	Deaf Smith County	18
Delta County, TX	6.5	7.5	21.5	105.0	3.3	TX	Delta County	1
Delta County, TX	5.25	6.25	23.25	81.25	5.05	TX	Delta County	3
Delta County, TX	5.0	5.43	25.57	66.86	6.21	TX	Delta County	6
Delta County, TX	5.31	8.46	24.08	46.46	5.44	TX	Delta County	12
Delta County, TX	5.38	7.88	21.06	48.12	4.7	TX	Delta County	18
Denton County, TX	1305.0	1476.5	2215.5	37.5	1.7	TX	Denton County	1
Denton County, TX	1120.25	1276.25	2365.0	48.75	2.28	TX	Denton County	3
Denton County, TX	1077.0	1169.29	2751.57	45.29	2.69	TX	Denton County	6
Denton County, TX	1225.31	1537.23	2809.46	33.15	2.41	TX	Denton County	12
Denton County, TX	1186.56	1470.81	2467.5	30.0	2.14	TX	Denton County	18
Dickens County, TX	3.0	1.0	2.0	77.0	0.7	TX	Dickens County	6
Dickens County, TX	1.67	1.0	3.0	80.67	2.57	TX	Dickens County	12
Dickens County, TX	1.5	1.33	2.75	70.0	2.42	TX	Dickens County	18
Dimmit County, TX	3.0	3.0	15.0	173.0	5.0	TX	Dimmit County	1
Dimmit County, TX	1.67	3.0	14.67	68.0	11.33	TX	Dimmit County	3
Dimmit County, TX	1.8	3.0	13.4	166.4	10.06	TX	Dimmit County	6
Dimmit County, TX	2.22	2.89	11.11	146.89	6.98	TX	Dimmit County	12
Dimmit County, TX	2.0	2.91	10.67	128.0	7.15	TX	Dimmit County	18
Donley County, TX	2.0	2.0	4.5	22.0	2.85	TX	Donley County	1
Donley County, TX	1.5	2.0	5.25	64.75	4.42	TX	Donley County	3
Donley County, TX	2.17	1.67	6.0	56.0	3.7	TX	Donley County	6
Donley County, TX	1.73	2.09	7.0	74.18	5.43	TX	Donley County	12
Donley County, TX	1.67	2.0	6.67	76.33	5.22	TX	Donley County	18
Duval County, TX	2.0	1.0	15.0	152.0	9.65	TX	Duval County	1
Duval County, TX	1.75	1.67	16.75	127.25	11.7	TX	Duval County	3
Duval County, TX	2.33	2.4	16.33	163.83	9.68	TX	Duval County	6
Duval County, TX	2.08	3.0	15.75	128.92	10.22	TX	Duval County	12
Duval County, TX	2.07	2.85	15.14	121.0	9.58	TX	Duval County	18
Eastland County, TX	13.0	16.5	66.0	110.5	5.6	TX	Eastland County	1
Eastland County, TX	7.75	14.5	66.75	87.0	16.8	TX	Eastland County	3
Eastland County, TX	9.71	13.86	67.29	86.29	11.99	TX	Eastland County	6
Eastland County, TX	12.85	18.54	66.92	73.15	8.4	TX	Eastland County	12
Eastland County, TX	12.25	17.94	63.44	69.94	7.76	TX	Eastland County	18
Ector County, TX	168.0	172.0	358.0	44.0	2.2	TX	Ector County	1
Ector County, TX	143.75	167.75	388.0	53.5	2.88	TX	Ector County	3
Ector County, TX	140.86	163.43	455.14	48.29	3.36	TX	Ector County	6
Ector County, TX	174.46	199.31	516.0	56.38	3.26	TX	Ector County	12
Ector County, TX	166.62	197.5	528.94	60.12	3.51	TX	Ector County	18
Edwards County, TX	1.0	2.0	7.0	150.0	7.0	TX	Edwards County	3
Edwards County, TX	1.0	1.5	6.5	76.0	6.5	TX	Edwards County	6
Edwards County, TX	1.0	1.75	4.4	91.2	4.4	TX	Edwards County	12
Edwards County, TX	1.17	1.8	4.17	138.5	3.92	TX	Edwards County	18
El Paso County, TX	726.5	894.5	1932.0	39.5	2.7	TX	El Paso County	1
El Paso County, TX	642.0	835.0	1977.0	36.0	3.15	TX	El Paso County	3
El Paso County, TX	657.71	792.14	1994.43	33.14	3.1	TX	El Paso County	6
El Paso County, TX	757.0	890.62	1868.54	27.62	2.58	TX	El Paso County	12
El Paso County, TX	762.25	894.62	1759.81	26.75	2.41	TX	El Paso County	18
Ellis County, TX	283.5	325.5	737.0	60.5	2.6	TX	Ellis County	1
Ellis County, TX	235.25	290.0	791.5	61.25	3.7	TX	Ellis County	3
Ellis County, TX	237.14	275.0	854.14	56.86	3.8	TX	Ellis County	6
Ellis County, TX	276.15	345.38	808.38	41.38	3.14	TX	Ellis County	12
Ellis County, TX	272.44	336.31	731.69	37.75	2.84	TX	Ellis County	18
Erath County, TX	32.5	46.0	119.5	54.0	3.7	TX	Erath County	1
Erath County, TX	28.25	46.25	120.5	43.0	4.8	TX	Erath County	3
Erath County, TX	27.43	42.29	120.57	44.86	4.71	TX	Erath County	6
Erath County, TX	35.08	49.54	116.69	38.08	3.72	TX	Erath County	12
Erath County, TX	35.12	46.81	106.88	38.12	3.37	TX	Erath County	18
Falls County, TX	2.0	9.5	31.0	14.0	15.5	TX	Falls County	1
Falls County, TX	2.5	10.0	29.5	45.0	12.82	TX	Falls County	3
Falls County, TX	3.43	8.71	30.71	48.57	11.57	TX	Falls County	6
Falls County, TX	2.83	9.42	27.25	41.75	12.31	TX	Falls County	12
Falls County, TX	3.07	8.43	24.36	43.36	10.78	TX	Falls County	18
Fannin County, TX	31.0	59.0	167.5	47.0	5.55	TX	Fannin County	1
Fannin County, TX	28.5	51.5	161.0	63.5	5.8	TX	Fannin County	3
Fannin County, TX	29.71	46.14	160.43	61.29	5.59	TX	Fannin County	6
Fannin County, TX	35.08	53.77	145.92	47.23	4.48	TX	Fannin County	12
Fannin County, TX	36.19	52.0	132.19	44.56	3.99	TX	Fannin County	18
Fayette County, TX	15.0	30.5	107.0	104.5	7.2	TX	Fayette County	1
Fayette County, TX	11.0	25.75	100.75	98.75	10.92	TX	Fayette County	3
Fayette County, TX	10.71	21.71	100.29	81.71	11.21	TX	Fayette County	6
Fayette County, TX	15.31	25.15	87.15	60.31	7.78	TX	Fayette County	12
Fayette County, TX	15.19	24.19	81.19	59.5	7.12	TX	Fayette County	18
Fisher County, TX	2.0	4.0	10.5	40.0	7.15	TX	Fisher County	1
Fisher County, TX	2.25	3.67	11.75	78.5	7.82	TX	Fisher County	3
Fisher County, TX	1.86	2.8	13.0	72.71	9.69	TX	Fisher County	6
Fisher County, TX	2.85	4.6	14.23	63.92	7.33	TX	Fisher County	12
Fisher County, TX	2.67	4.5	13.4	59.6	7.09	TX	Fisher County	18
Floyd County, TX	2.5	3.0	9.5	18.0	6.5	TX	Floyd County	1
Floyd County, TX	1.75	4.5	9.25	20.5	7.75	TX	Floyd County	3
Floyd County, TX	1.75	4.5	9.25	20.5	7.75	TX	Floyd County	6
Floyd County, TX	1.86	3.43	7.14	47.86	5.97	TX	Floyd County	12
Floyd County, TX	1.67	3.22	6.44	45.38	5.53	TX	Floyd County	18
Fort Bend County, TX	1042.0	1261.5	1896.0	40.5	1.8	TX	Fort Bend County	1
Fort Bend County, TX	894.5	1088.0	2000.75	46.25	2.33	TX	Fort Bend County	3
Fort Bend County, TX	904.0	1018.29	2264.57	43.14	2.59	TX	Fort Bend County	6
Fort Bend County, TX	1036.77	1275.0	2329.85	29.92	2.34	TX	Fort Bend County	12
Fort Bend County, TX	1045.12	1254.75	2115.62	27.44	2.11	TX	Fort Bend County	18
Franklin County, TX	4.5	19.5	37.0	15.0	8.45	TX	Franklin County	1
Franklin County, TX	4.75	16.0	31.5	35.75	7.28	TX	Franklin County	3
Franklin County, TX	6.14	12.0	32.71	38.29	6.04	TX	Franklin County	6
Franklin County, TX	8.46	14.54	36.38	37.69	5.07	TX	Franklin County	12
Franklin County, TX	8.06	13.81	33.75	39.5	4.79	TX	Franklin County	18
Freestone County, TX	16.5	24.0	66.5	104.0	4.05	TX	Freestone County	1
Freestone County, TX	13.0	20.0	65.25	91.0	5.48	TX	Freestone County	3
Freestone County, TX	11.0	17.57	68.71	75.71	6.93	TX	Freestone County	6
Freestone County, TX	14.08	20.69	66.31	59.92	5.42	TX	Freestone County	12
Freestone County, TX	14.38	19.88	62.12	60.75	4.96	TX	Freestone County	18
Frio County, TX	3.0	7.5	15.5	100.0	5.65	TX	Frio County	1
Frio County, TX	3.5	6.75	14.0	138.75	5.03	TX	Frio County	3
Frio County, TX	4.0	5.14	15.14	111.0	4.4	TX	Frio County	6
Frio County, TX	4.08	5.46	18.38	92.23	5.2	TX	Frio County	12
Frio County, TX	3.75	5.62	18.75	98.44	6.25	TX	Frio County	18
Gaines County, TX	5.5	22.5	63.5	42.0	18.7	TX	Gaines County	1
Gaines County, TX	4.5	19.5	60.25	59.0	17.68	TX	Gaines County	3
Gaines County, TX	5.14	15.86	59.57	55.43	14.47	TX	Gaines County	6
Gaines County, TX	7.85	18.23	58.85	78.23	11.99	TX	Gaines County	12
Gaines County, TX	7.38	17.19	57.69	76.38	12.01	TX	Gaines County	18
Galveston County, TX	513.5	739.5	1901.0	45.5	3.7	TX	Galveston County	1
Galveston County, TX	417.75	658.5	1888.0	53.75	4.78	TX	Galveston County	3
Galveston County, TX	409.71	589.43	1920.0	47.29	4.84	TX	Galveston County	6
Galveston County, TX	511.38	717.46	1758.62	32.38	3.82	TX	Galveston County	12
Galveston County, TX	529.31	720.19	1610.94	30.62	3.42	TX	Galveston County	18
Garza County, TX	2.0	3.0	12.0	42.0	6.0	TX	Garza County	1
Garza County, TX	1.33	2.0	8.67	92.0	6.67	TX	Garza County	3
Garza County, TX	1.67	2.0	8.33	75.17	5.63	TX	Garza County	6
Garza County, TX	2.42	3.3	9.33	70.36	4.98	TX	Garza County	12
Garza County, TX	2.13	3.08	9.67	87.86	6.18	TX	Garza County	18
Gillespie County, TX	30.0	48.5	217.0	101.0	7.7	TX	Gillespie County	1
Gillespie County, TX	23.5	47.25	203.75	104.75	9.93	TX	Gillespie County	3
Gillespie County, TX	23.29	41.43	192.71	101.57	9.17	TX	Gillespie County	6
Gillespie County, TX	26.85	44.08	176.62	82.31	7.4	TX	Gillespie County	12
Gillespie County, TX	26.62	42.75	165.75	80.62	6.89	TX	Gillespie County	18
Glasscock County, TX	1.0	1.0	1.0	90.0	1.0	TX	Glasscock County	3
Glasscock County, TX	1.0	1.0	1.0	90.0	1.0	TX	Glasscock County	6
Glasscock County, TX	1.0	1.0	1.0	90.0	1.0	TX	Glasscock County	12
Glasscock County, TX	1.0	1.0	1.0	90.0	1.0	TX	Glasscock County	18
Goliad County, TX	4.5	2.5	15.5	115.0	3.45	TX	Goliad County	1
Goliad County, TX	3.33	3.33	16.0	135.33	7.97	TX	Goliad County	3
Goliad County, TX	3.83	3.5	19.17	96.5	6.7	TX	Goliad County	6
Goliad County, TX	3.83	4.75	19.83	70.92	7.47	TX	Goliad County	12
Goliad County, TX	4.2	5.2	19.33	69.67	6.91	TX	Goliad County	18
Gonzales County, TX	7.5	13.5	32.5	32.0	4.35	TX	Gonzales County	1
Gonzales County, TX	6.25	12.5	29.0	31.75	5.1	TX	Gonzales County	3
Gonzales County, TX	6.57	9.14	27.29	48.86	4.46	TX	Gonzales County	6
Gonzales County, TX	8.0	10.23	27.54	42.38	3.98	TX	Gonzales County	12
Gonzales County, TX	8.31	9.94	26.31	43.06	3.66	TX	Gonzales County	18
Gray County, TX	25.5	19.5	38.5	68.0	1.55	TX	Gray County	1
Gray County, TX	20.0	19.75	47.5	58.0	2.72	TX	Gray County	3
Gray County, TX	19.14	20.71	52.57	44.0	2.97	TX	Gray County	6
Gray County, TX	21.31	25.23	53.46	44.0	2.72	TX	Gray County	12
Gray County, TX	20.0	23.69	53.25	51.5	2.93	TX	Gray County	18
Grayson County, TX	231.5	266.0	613.0	57.5	2.65	TX	Grayson County	1
Grayson County, TX	196.25	238.0	655.5	59.75	3.55	TX	Grayson County	3
Grayson County, TX	187.86	230.86	714.71	52.29	3.99	TX	Grayson County	6
Grayson County, TX	208.92	281.62	673.46	39.54	3.38	TX	Grayson County	12
Grayson County, TX	206.94	269.19	600.0	36.75	3.02	TX	Grayson County	18
Gregg County, TX	101.5	118.5	260.0	51.5	2.55	TX	Gregg County	1
Gregg County, TX	93.25	113.5	278.75	61.5	3.08	TX	Gregg County	3
Gregg County, TX	98.0	106.14	288.43	58.71	3.03	TX	Gregg County	6
Gregg County, TX	113.15	125.31	290.08	53.46	2.67	TX	Gregg County	12
Gregg County, TX	111.94	122.88	278.69	53.75	2.58	TX	Gregg County	18
Grimes County, TX	31.5	39.5	140.0	59.5	4.45	TX	Grimes County	1
Grimes County, TX	25.25	37.75	146.0	57.25	6.25	TX	Grimes County	3
Grimes County, TX	22.86	35.71	146.14	53.0	6.87	TX	Grimes County	6
Grimes County, TX	27.15	41.31	136.46	49.31	5.55	TX	Grimes County	12
Grimes County, TX	27.44	40.69	127.69	49.31	5.14	TX	Grimes County	18
Guadalupe County, TX	299.0	346.5	988.5	73.0	3.35	TX	Guadalupe County	1
Guadalupe County, TX	264.75	330.75	1062.5	75.5	4.18	TX	Guadalupe County	3
Guadalupe County, TX	262.71	304.43	1134.29	62.71	4.43	TX	Guadalupe County	6
Guadalupe County, TX	308.23	377.38	1047.54	42.08	3.6	TX	Guadalupe County	12
Guadalupe County, TX	305.19	372.75	945.94	37.5	3.27	TX	Guadalupe County	18
Hale County, TX	7.5	7.5	19.0	50.5	2.55	TX	Hale County	1
Hale County, TX	6.25	7.5	21.25	53.5	3.95	TX	Hale County	3
Hale County, TX	5.71	8.14	22.57	41.43	4.61	TX	Hale County	6
Hale County, TX	7.08	9.77	20.69	36.92	3.65	TX	Hale County	12
Hale County, TX	7.19	9.12	20.75	39.75	3.64	TX	Hale County	18
Hall County, TX	1.0	4.0	9.0	72.0	9.0	TX	Hall County	1
Hall County, TX	1.67	3.0	7.67	68.0	6.57	TX	Hall County	3
Hall County, TX	1.5	2.5	7.25	58.75	6.42	TX	Hall County	6
Hall County, TX	1.71	2.43	6.0	60.14	4.6	TX	Hall County	12
Hall County, TX	1.62	2.25	5.38	59.12	4.15	TX	Hall County	18
Hamilton County, TX	7.0	13.5	32.0	40.0	5.85	TX	Hamilton County	1
Hamilton County, TX	6.0	9.0	30.5	53.5	5.93	TX	Hamilton County	3
Hamilton County, TX	5.57	8.0	32.71	59.57	9.97	TX	Hamilton County	6
Hamilton County, TX	7.08	10.0	31.0	49.0	7.28	TX	Hamilton County	12
Hamilton County, TX	6.81	10.25	28.75	48.5	6.64	TX	Hamilton County	18
Hansford County, TX	1.0	1.0	5.0	15.5	5.0	TX	Hansford County	1
Hansford County, TX	1.0	2.0	6.0	12.67	6.0	TX	Hansford County	3
Hansford County, TX	1.0	2.0	4.4	9.4	4.4	TX	Hansford County	6
Hansford County, TX	1.0	2.0	4.17	10.14	4.17	TX	Hansford County	12
Hansford County, TX	1.0	2.0	4.17	10.14	4.17	TX	Hansford County	18
Hardeman County, TX	1.0		2.0	377.0	2.0	TX	Hardeman County	18
Hardin County, TX	48.0	80.0	192.0	21.5	4.0	TX	Hardin County	1
Hardin County, TX	41.75	74.0	187.75	24.25	4.7	TX	Hardin County	3
Hardin County, TX	41.14	73.14	184.43	25.71	4.64	TX	Hardin County	6
Hardin County, TX	51.54	70.92	159.15	31.15	3.46	TX	Hardin County	12
Hardin County, TX	54.19	70.69	152.19	33.25	3.19	TX	Hardin County	18
Harris County, TX	4244.5	5522.5	9890.5	33.5	2.35	TX	Harris County	1
Harris County, TX	3590.0	4876.0	10090.25	40.25	2.95	TX	Harris County	3
Harris County, TX	3567.14	4479.0	10775.29	37.29	3.1	TX	Harris County	6
Harris County, TX	4278.69	5403.15	10530.38	26.77	2.62	TX	Harris County	12
Harris County, TX	4355.25	5428.75	9903.06	25.38	2.42	TX	Harris County	18
Harrison County, TX	39.5	61.0	145.5	48.5	3.65	TX	Harrison County	1
Harrison County, TX	43.0	52.5	143.25	65.0	3.35	TX	Harrison County	3
Harrison County, TX	44.86	50.43	160.86	65.14	3.59	TX	Harrison County	6
Harrison County, TX	50.23	57.0	159.15	60.0	3.28	TX	Harrison County	12
Harrison County, TX	51.62	57.12	156.62	62.12	3.16	TX	Harrison County	18
Hartley County, TX	1.0	1.5	4.5	48.5	4.5	TX	Hartley County	1
Hartley County, TX	1.33	1.67	4.0	80.33	3.5	TX	Hartley County	3
Hartley County, TX	1.25	1.67	3.5	86.75	3.12	TX	Hartley County	6
Hartley County, TX	1.2	1.67	3.2	71.8	2.9	TX	Hartley County	12
Hartley County, TX	1.2	1.67	3.2	71.8	2.9	TX	Hartley County	18
Haskell County, TX	4.5	9.0	37.5	91.5	8.5	TX	Haskell County	1
Haskell County, TX	4.25	9.75	35.0	111.25	8.57	TX	Haskell County	3
Haskell County, TX	4.43	7.71	30.0	88.57	7.13	TX	Haskell County	6
Haskell County, TX	5.15	7.92	24.92	72.15	5.33	TX	Haskell County	12
Haskell County, TX	4.75	7.25	22.5	63.75	5.25	TX	Haskell County	18
Hays County, TX	367.0	516.0	1400.5	75.0	3.85	TX	Hays County	1
Hays County, TX	329.0	442.0	1357.25	79.75	4.22	TX	Hays County	3
Hays County, TX	334.29	375.86	1407.71	71.86	4.31	TX	Hays County	6
Hays County, TX	382.62	474.46	1401.31	52.31	3.78	TX	Hays County	12
Hays County, TX	372.44	462.44	1256.69	47.69	3.44	TX	Hays County	18
Hemphill County, TX	1.0		3.0	76.0	3.0	TX	Hemphill County	3
Hemphill County, TX	1.0	1.0	3.0	87.5	3.0	TX	Hemphill County	6
Hemphill County, TX	1.0	1.0	2.33	78.0	2.33	TX	Hemphill County	12
Hemphill County, TX	1.0	1.0	2.25	116.75	2.25	TX	Hemphill County	18
Henderson County, TX	102.0	158.0	466.0	229.0	4.6	TX	Henderson County	1
Henderson County, TX	77.75	140.0	441.75	151.25	6.22	TX	Henderson County	3
Henderson County, TX	77.0	120.57	443.71	112.71	6.09	TX	Henderson County	6
Henderson County, TX	90.08	139.77	427.62	77.31	5.1	TX	Henderson County	12
Henderson County, TX	91.12	134.81	394.88	71.31	4.66	TX	Henderson County	18
Hidalgo County, TX	357.0	557.0	1713.0	51.5	4.85	TX	Hidalgo County	1
Hidalgo County, TX	311.0	535.25	1713.5	51.0	5.7	TX	Hidalgo County	3
Hidalgo County, TX	313.14	498.29	1691.86	47.29	5.53	TX	Hidalgo County	6
Hidalgo County, TX	349.38	535.0	1509.69	38.0	4.52	TX	Hidalgo County	12
Hidalgo County, TX	357.31	526.25	1415.62	37.12	4.16	TX	Hidalgo County	18
Hill County, TX	42.0	50.0	162.0	53.0	3.85	TX	Hill County	1
Hill County, TX	33.25	51.5	178.25	49.5	5.9	TX	Hill County	3
Hill County, TX	29.71	48.29	179.71	46.0	6.51	TX	Hill County	6
Hill County, TX	36.69	55.23	156.62	39.23	4.88	TX	Hill County	12
Hill County, TX	36.62	52.62	142.12	42.38	4.39	TX	Hill County	18
Hockley County, TX	15.0	32.0	61.0	32.0	4.45	TX	Hockley County	1
Hockley County, TX	13.25	22.75	54.75	65.5	4.38	TX	Hockley County	3
Hockley County, TX	11.71	19.29	55.86	57.29	5.26	TX	Hockley County	6
Hockley County, TX	13.46	20.92	52.77	47.46	4.32	TX	Hockley County	12
Hockley County, TX	13.62	19.69	50.44	51.19	4.05	TX	Hockley County	18
Hood County, TX	122.5	160.5	427.0	52.0	3.5	TX	Hood County	1
Hood County, TX	99.5	150.5	421.25	57.25	4.47	TX	Hood County	3
Hood County, TX	99.14	136.14	410.86	58.71	4.31	TX	Hood County	6
Hood County, TX	111.77	158.77	378.38	45.0	3.56	TX	Hood County	12
Hood County, TX	111.06	151.5	338.31	41.75	3.18	TX	Hood County	18
Hopkins County, TX	22.5	40.5	100.5	59.0	4.65	TX	Hopkins County	1
Hopkins County, TX	22.0	32.75	96.5	68.0	4.47	TX	Hopkins County	3
Hopkins County, TX	20.0	31.43	102.0	60.86	5.31	TX	Hopkins County	6
Hopkins County, TX	25.69	37.69	92.69	44.46	4.03	TX	Hopkins County	12
Hopkins County, TX	25.38	35.56	82.06	43.62	3.57	TX	Hopkins County	18
Houston County, TX	11.5	19.0	101.5	128.5	9.05	TX	Houston County	1
Houston County, TX	11.0	16.75	104.5	139.0	9.95	TX	Houston County	3
Houston County, TX	12.14	15.14	111.29	106.57	10.21	TX	Houston County	6
Houston County, TX	13.62	21.0	106.54	82.46	8.63	TX	Houston County	12
Houston County, TX	15.06	21.62	99.19	81.19	7.74	TX	Houston County	18
Howard County, TX	2.0	40.0	132.0	244.0	66.0	TX	Howard County	1
Howard County, TX	2.0	34.5	133.0	199.0	66.5	TX	Howard County	3
Howard County, TX	1.67	31.33	139.67	169.33	95.33	TX	Howard County	6
Howard County, TX	2.17	39.17	143.0	197.67	89.53	TX	Howard County	12
Howard County, TX	2.0	35.86	131.86	175.43	86.03	TX	Howard County	18
Hudspeth County, TX	1.0	3.0	7.0	39.0	7.0	TX	Hudspeth County	1
Hudspeth County, TX	1.33	3.0	5.0	195.33	4.33	TX	Hudspeth County	3
Hudspeth County, TX	1.4	1.67	4.8	138.0	3.9	TX	Hudspeth County	6
Hudspeth County, TX	1.29	2.25	4.71	124.71	4.07	TX	Hudspeth County	12
Hudspeth County, TX	1.3	2.17	4.5	119.0	3.85	TX	Hudspeth County	18
Hunt County, TX	167.5	204.0	509.0	43.5	3.05	TX	Hunt County	1
