county_qualified_name	homes_sold_redfin	new_listings_redfin	inventory_redfin	median_dom_redfin	months_of_supply_redfin	state_code	county_name	months_averaged_redfin	Total Comps	For Sale Comps (All)	Sold Comps (All)	Sold Comps (6m)	Sold Comps (3m)	Listed Comps (12m)	Listed Comps (6m)	Listed Comps (3m)	Sold-For Sale Ratio	Sold-Listed Ratio (12m)	Sold-Listed Ratio (6m)	Sold-Listed Ratio (3m)	Parcels on Market Ratio	Total DataTree Parcels	Total Out of State Owner Parcels	Total Out of County Owner Parcels	Out of State to Total Ratio	Out of County to Total Ratio	Coefficient of Variation	Coefficient of Variation (6m)	Coefficient of Variation (3m)	Days on Market	MoM Price Change %	Economic Rank	Economic Score	Population	Population Change (2010-2019)	Population Change %	Population-Sq Mile	property_count
Rains County, TX	7.25	13.75	48.0	90.5	6.9	TX	Rains County	3	526	364	162	30	17	263	168	71	0.45	0.62	0.18	0.24	0.093	3917	216	1942	0.055	0.496	0.31	0.21	0.21	142.0	1.55	1031.0	0.34	12514	1601	12.8	48.3	11,458
Rains County, TX	8.14	12.43	51.43	85.57	6.63	TX	Rains County	6	526	364	162	30	17	263	168	71	0.45	0.62	0.18	0.24	0.093	3917	216	1942	0.055	0.496	0.31	0.21	0.21	142.0	1.55	1031.0	0.34	12514	1601	12.8	48.3	11,458
Rains County, TX	10.77	17.54	56.54	61.46	5.71	TX	Rains County	12	526	364	162	30	17	263	168	71	0.45	0.62	0.18	0.24	0.093	3917	216	1942	0.055	0.496	0.31	0.21	0.21	142.0	1.55	1031.0	0.34	12514	1601	12.8	48.3	11,458
Rains County, TX	11.5	17.12	50.56	57.12	4.97	TX	Rains County	18	526	364	162	30	17	263	168	71	0.45	0.62	0.18	0.24	0.093	3917	216	1942	0.055	0.496	0.31	0.21	0.21	142.0	1.55	1031.0	0.34	12514	1601	12.8	48.3	11,458
Randall County, TX	174.0	240.0	369.5	19.0	2.15	TX	Randall County	1	1207	1034	173	0	0	442	259	122	0.17	0.39	0.0	0.0	0.113	9147	365	2772	0.04	0.303	0.53	0.48	0.48	202.2	-3.72	686.0	0.76	137713	16534	12.0	149.3	55,981
Randall County, TX	150.75	218.5	364.5	19.0	2.52	TX	Randall County	3	1207	1034	173	0	0	442	259	122	0.17	0.39	0.0	0.0	0.113	9147	365	2772	0.04	0.303	0.53	0.48	0.48	202.2	-3.72	686.0	0.76	137713	16534	12.0	149.3	55,981
Randall County, TX	154.0	198.57	363.71	18.0	2.46	TX	Randall County	6	1207	1034	173	0	0	442	259	122	0.17	0.39	0.0	0.0	0.113	9147	365	2772	0.04	0.303	0.53	0.48	0.48	202.2	-3.72	686.0	0.76	137713	16534	12.0	149.3	55,981
Randall County, TX	130.85	222.62	326.92	15.69	3.02	TX	Randall County	12	1207	1034	173	0	0	442	259	122	0.17	0.39	0.0	0.0	0.113	9147	365	2772	0.04	0.303	0.53	0.48	0.48	202.2	-3.72	686.0	0.76	137713	16534	12.0	149.3	55,981
Randall County, TX	111.31	203.25	294.31	22.25	3.71	TX	Randall County	18	1207	1034	173	0	0	442	259	122	0.17	0.39	0.0	0.0	0.113	9147	365	2772	0.04	0.303	0.53	0.48	0.48	202.2	-3.72	686.0	0.76	137713	16534	12.0	149.3	55,981
Real County, TX	1.5	3.0	20.5	69.0	15.5	TX	Real County	1	734	204	530	4	1	67	53	30	2.6	7.91	0.08	0.03	0.037	5460	204	4405	0.037	0.807	0.42	0.3	0.3	100.8	2.71	175.0	2.53	3452	130	3.8	4.9	6,372
Real County, TX	1.33	3.67	19.0	1428.33	15.67	TX	Real County	3	734	204	530	4	1	67	53	30	2.6	7.91	0.08	0.03	0.037	5460	204	4405	0.037	0.807	0.42	0.3	0.3	100.8	2.71	175.0	2.53	3452	130	3.8	4.9	6,372
Real County, TX	2.0	2.67	15.67	737.0	11.32	TX	Real County	6	734	204	530	4	1	67	53	30	2.6	7.91	0.08	0.03	0.037	5460	204	4405	0.037	0.807	0.42	0.3	0.3	100.8	2.71	175.0	2.53	3452	130	3.8	4.9	6,372
Real County, TX	2.42	3.75	14.83	399.17	9.18	TX	Real County	12	734	204	530	4	1	67	53	30	2.6	7.91	0.08	0.03	0.037	5460	204	4405	0.037	0.807	0.42	0.3	0.3	100.8	2.71	175.0	2.53	3452	130	3.8	4.9	6,372
Real County, TX	2.93	3.73	13.47	323.2	7.75	TX	Real County	18	734	204	530	4	1	67	53	30	2.6	7.91	0.08	0.03	0.037	5460	204	4405	0.037	0.807	0.42	0.3	0.3	100.8	2.71	175.0	2.53	3452	130	3.8	4.9	6,372
Red River County, TX	2.0	9.0	23.0	53.0	11.5	TX	Red River County	1	611	336	275	4	3	136	108	74	0.82	2.02	0.04	0.04	0.035	9723	1082	4917	0.111	0.506	0.41	0.33	0.33	110.6	4.29	1814.0	-0.33	12023	-851	-7.1	11.4	12,358
Red River County, TX	2.0	6.67	20.33	23.33	12.27	TX	Red River County	3	611	336	275	4	3	136	108	74	0.82	2.02	0.04	0.04	0.035	9723	1082	4917	0.111	0.506	0.41	0.33	0.33	110.6	4.29	1814.0	-0.33	12023	-851	-7.1	11.4	12,358
Red River County, TX	1.8	5.0	17.6	40.0	11.56	TX	Red River County	6	611	336	275	4	3	136	108	74	0.82	2.02	0.04	0.04	0.035	9723	1082	4917	0.111	0.506	0.41	0.33	0.33	110.6	4.29	1814.0	-0.33	12023	-851	-7.1	11.4	12,358
Red River County, TX	2.6	5.0	14.8	37.6	7.93	TX	Red River County	12	611	336	275	4	3	136	108	74	0.82	2.02	0.04	0.04	0.035	9723	1082	4917	0.111	0.506	0.41	0.33	0.33	110.6	4.29	1814.0	-0.33	12023	-851	-7.1	11.4	12,358
Red River County, TX	2.33	4.33	12.83	55.0	7.11	TX	Red River County	18	611	336	275	4	3	136	108	74	0.82	2.02	0.04	0.04	0.035	9723	1082	4917	0.111	0.506	0.41	0.33	0.33	110.6	4.29	1814.0	-0.33	12023	-851	-7.1	11.4	12,358
Reeves County, TX	4.5	4.0	24.5	67.0	6.1	TX	Reeves County	1	250	131	119	0	0	40	33	21	0.91	2.98	0.0	0.0	0.007	18632	4837	15673	0.26	0.841	0.63	0.33	0.33	135.8	3.53	262.0	2.02	15976	2142	13.4	6.0	16,951
Reeves County, TX	4.75	6.5	24.25	56.5	5.55	TX	Reeves County	3	250	131	119	0	0	40	33	21	0.91	2.98	0.0	0.0	0.007	18632	4837	15673	0.26	0.841	0.63	0.33	0.33	135.8	3.53	262.0	2.02	15976	2142	13.4	6.0	16,951
Reeves County, TX	3.71	6.57	25.57	70.0	11.69	TX	Reeves County	6	250	131	119	0	0	40	33	21	0.91	2.98	0.0	0.0	0.007	18632	4837	15673	0.26	0.841	0.63	0.33	0.33	135.8	3.53	262.0	2.02	15976	2142	13.4	6.0	16,951
Reeves County, TX	5.08	7.46	26.46	71.15	8.55	TX	Reeves County	12	250	131	119	0	0	40	33	21	0.91	2.98	0.0	0.0	0.007	18632	4837	15673	0.26	0.841	0.63	0.33	0.33	135.8	3.53	262.0	2.02	15976	2142	13.4	6.0	16,951
Reeves County, TX	4.88	7.62	25.38	81.12	8.28	TX	Reeves County	18	250	131	119	0	0	40	33	21	0.91	2.98	0.0	0.0	0.007	18632	4837	15673	0.26	0.841	0.63	0.33	0.33	135.8	3.53	262.0	2.02	15976	2142	13.4	6.0	16,951
Refugio County, TX	3.5	5.5	17.5	123.0	5.15	TX	Refugio County	1	184	123	61	14	4	70	35	13	0.5	0.87	0.4	0.31	0.026	4643	181	2823	0.039	0.608	0.13	0.08	0.08	254.2	-1.93	389.0	1.44	6948	-427	-6.1	8.5	11,518
Refugio County, TX	2.75	4.75	17.75	100.5	8.57	TX	Refugio County	3	184	123	61	14	4	70	35	13	0.5	0.87	0.4	0.31	0.026	4643	181	2823	0.039	0.608	0.13	0.08	0.08	254.2	-1.93	389.0	1.44	6948	-427	-6.1	8.5	11,518
Refugio County, TX	2.43	3.71	19.0	97.0	11.61	TX	Refugio County	6	184	123	61	14	4	70	35	13	0.5	0.87	0.4	0.31	0.026	4643	181	2823	0.039	0.608	0.13	0.08	0.08	254.2	-1.93	389.0	1.44	6948	-427	-6.1	8.5	11,518
Refugio County, TX	3.92	5.54	20.85	83.77	8.28	TX	Refugio County	12	184	123	61	14	4	70	35	13	0.5	0.87	0.4	0.31	0.026	4643	181	2823	0.039	0.608	0.13	0.08	0.08	254.2	-1.93	389.0	1.44	6948	-427	-6.1	8.5	11,518
Refugio County, TX	3.5	5.25	21.38	82.12	9.73	TX	Refugio County	18	184	123	61	14	4	70	35	13	0.5	0.87	0.4	0.31	0.026	4643	181	2823	0.039	0.608	0.13	0.08	0.08	254.2	-1.93	389.0	1.44	6948	-427	-6.1	8.5	11,518
Robertson County, TX	9.5	14.0	45.5	54.5	5.5	TX	Robertson County	1	640	419	221	6	3	206	146	72	0.53	1.07	0.04	0.04	0.048	8757	397	4451	0.045	0.508	0.24	0.18	0.18	212.5	15.55	1204.0	0.17	17074	519	3.0	19.7	16,625
Robertson County, TX	7.75	12.75	50.5	60.25	7.52	TX	Robertson County	3	640	419	221	6	3	206	146	72	0.53	1.07	0.04	0.04	0.048	8757	397	4451	0.045	0.508	0.24	0.18	0.18	212.5	15.55	1204.0	0.17	17074	519	3.0	19.7	16,625
Robertson County, TX	7.0	11.86	48.71	72.14	8.59	TX	Robertson County	6	640	419	221	6	3	206	146	72	0.53	1.07	0.04	0.04	0.048	8757	397	4451	0.045	0.508	0.24	0.18	0.18	212.5	15.55	1204.0	0.17	17074	519	3.0	19.7	16,625
Robertson County, TX	8.08	12.54	45.38	66.38	6.93	TX	Robertson County	12	640	419	221	6	3	206	146	72	0.53	1.07	0.04	0.04	0.048	8757	397	4451	0.045	0.508	0.24	0.18	0.18	212.5	15.55	1204.0	0.17	17074	519	3.0	19.7	16,625
Robertson County, TX	8.06	11.94	41.44	68.31	6.21	TX	Robertson County	18	640	419	221	6	3	206	146	72	0.53	1.07	0.04	0.04	0.048	8757	397	4451	0.045	0.508	0.24	0.18	0.18	212.5	15.55	1204.0	0.17	17074	519	3.0	19.7	16,625
Rockwall County, TX	218.0	273.5	568.5	64.5	2.65	TX	Rockwall County	1	466	295	171	44	18	260	173	87	0.58	0.66	0.25	0.21	0.038	7733	200	3596	0.026	0.465	0.23	0.18	0.17	136.4	-2.43	770.0	0.65	104915	25996	24.8	705.5	37,979
Rockwall County, TX	178.5	229.25	578.0	68.25	3.65	TX	Rockwall County	3	466	295	171	44	18	260	173	87	0.58	0.66	0.25	0.21	0.038	7733	200	3596	0.026	0.465	0.23	0.18	0.17	136.4	-2.43	770.0	0.65	104915	25996	24.8	705.5	37,979
Rockwall County, TX	172.29	207.0	620.71	59.57	3.87	TX	Rockwall County	6	466	295	171	44	18	260	173	87	0.58	0.66	0.25	0.21	0.038	7733	200	3596	0.026	0.465	0.23	0.18	0.17	136.4	-2.43	770.0	0.65	104915	25996	24.8	705.5	37,979
Rockwall County, TX	194.46	258.0	601.62	41.92	3.29	TX	Rockwall County	12	466	295	171	44	18	260	173	87	0.58	0.66	0.25	0.21	0.038	7733	200	3596	0.026	0.465	0.23	0.18	0.17	136.4	-2.43	770.0	0.65	104915	25996	24.8	705.5	37,979
Rockwall County, TX	190.0	248.38	532.38	37.88	2.93	TX	Rockwall County	18	466	295	171	44	18	260	173	87	0.58	0.66	0.25	0.21	0.038	7733	200	3596	0.026	0.465	0.23	0.18	0.17	136.4	-2.43	770.0	0.65	104915	25996	24.8	705.5	37,979
Runnels County, TX	7.5	9.5	23.0	60.5	3.25	TX	Runnels County	1	173	100	73	1	1	26	19	14	0.73	2.81	0.05	0.07	0.016	6139	218	2949	0.036	0.48	0.32	0.23	0.23	169.4	-1.36	783.0	0.63	10264	-244	-2.4	9.7	11,571
Runnels County, TX	5.75	8.5	23.25	42.0	4.78	TX	Runnels County	3	173	100	73	1	1	26	19	14	0.73	2.81	0.05	0.07	0.016	6139	218	2949	0.036	0.48	0.32	0.23	0.23	169.4	-1.36	783.0	0.63	10264	-244	-2.4	9.7	11,571
Runnels County, TX	4.57	7.14	22.14	31.0	5.69	TX	Runnels County	6	173	100	73	1	1	26	19	14	0.73	2.81	0.05	0.07	0.016	6139	218	2949	0.036	0.48	0.32	0.23	0.23	169.4	-1.36	783.0	0.63	10264	-244	-2.4	9.7	11,571
Runnels County, TX	5.15	7.62	19.0	39.08	4.53	TX	Runnels County	12	173	100	73	1	1	26	19	14	0.73	2.81	0.05	0.07	0.016	6139	218	2949	0.036	0.48	0.32	0.23	0.23	169.4	-1.36	783.0	0.63	10264	-244	-2.4	9.7	11,571
Runnels County, TX	5.0	7.56	17.44	42.13	4.18	TX	Runnels County	18	173	100	73	1	1	26	19	14	0.73	2.81	0.05	0.07	0.016	6139	218	2949	0.036	0.48	0.32	0.23	0.23	169.4	-1.36	783.0	0.63	10264	-244	-2.4	9.7	11,571
Rusk County, TX	25.0	36.0	81.0	41.0	3.45	TX	Rusk County	1	597	420	177	9	4	145	102	64	0.42	1.22	0.09	0.06	0.027	15577	1229	8134	0.079	0.522	0.46	0.4	0.4	188.8	5.52	734.0	0.7	54406	1045	1.9	58.0	33,936
Rusk County, TX	24.0	33.25	84.0	53.75	3.6	TX	Rusk County	3	597	420	177	9	4	145	102	64	0.42	1.22	0.09	0.06	0.027	15577	1229	8134	0.079	0.522	0.46	0.4	0.4	188.8	5.52	734.0	0.7	54406	1045	1.9	58.0	33,936
Rusk County, TX	23.43	29.57	89.14	54.71	3.9	TX	Rusk County	6	597	420	177	9	4	145	102	64	0.42	1.22	0.09	0.06	0.027	15577	1229	8134	0.079	0.522	0.46	0.4	0.4	188.8	5.52	734.0	0.7	54406	1045	1.9	58.0	33,936
Rusk County, TX	28.46	33.15	88.77	56.85	3.33	TX	Rusk County	12	597	420	177	9	4	145	102	64	0.42	1.22	0.09	0.06	0.027	15577	1229	8134	0.079	0.522	0.46	0.4	0.4	188.8	5.52	734.0	0.7	54406	1045	1.9	58.0	33,936
Rusk County, TX	29.06	33.25	89.19	58.0	3.26	TX	Rusk County	18	597	420	177	9	4	145	102	64	0.42	1.22	0.09	0.06	0.027	15577	1229	8134	0.079	0.522	0.46	0.4	0.4	188.8	5.52	734.0	0.7	54406	1045	1.9	58.0	33,936
Sabine County, TX	1.5	4.0	10.0	93.5	7.25	TX	Sabine County	1	381	253	128	0	0	81	49	30	0.51	1.58	0.0	0.0	0.028	9001	1569	6015	0.174	0.668	0.27	0.2	0.2	384.3	0.8	758.0	0.66	10542	-329	-3.1	18.3	31,428
Sabine County, TX	1.5	2.5	9.25	113.0	6.75	TX	Sabine County	3	381	253	128	0	0	81	49	30	0.51	1.58	0.0	0.0	0.028	9001	1569	6015	0.174	0.668	0.27	0.2	0.2	384.3	0.8	758.0	0.66	10542	-329	-3.1	18.3	31,428
Sabine County, TX	1.43	2.67	10.71	146.43	8.21	TX	Sabine County	6	381	253	128	0	0	81	49	30	0.51	1.58	0.0	0.0	0.028	9001	1569	6015	0.174	0.668	0.27	0.2	0.2	384.3	0.8	758.0	0.66	10542	-329	-3.1	18.3	31,428
Sabine County, TX	1.58	3.27	10.5	97.75	7.66	TX	Sabine County	12	381	253	128	0	0	81	49	30	0.51	1.58	0.0	0.0	0.028	9001	1569	6015	0.174	0.668	0.27	0.2	0.2	384.3	0.8	758.0	0.66	10542	-329	-3.1	18.3	31,428
Sabine County, TX	1.79	2.92	9.43	93.21	6.73	TX	Sabine County	18	381	253	128	0	0	81	49	30	0.51	1.58	0.0	0.0	0.028	9001	1569	6015	0.174	0.668	0.27	0.2	0.2	384.3	0.8	758.0	0.66	10542	-329	-3.1	18.3	31,428
San Jacinto County, TX	31.0	49.5	148.0	57.5	4.8	TX	San Jacinto County	1	1346	777	569	124	73	721	459	296	0.73	0.79	0.27	0.25	0.05	15432	1570	11095	0.102	0.719	0.39	0.35	0.34	130.1	2.91	605.0	0.91	28859	2385	8.3	46.0	39,812
San Jacinto County, TX	25.0	43.75	150.0	72.75	6.6	TX	San Jacinto County	3	1346	777	569	124	73	721	459	296	0.73	0.79	0.27	0.25	0.05	15432	1570	11095	0.102	0.719	0.39	0.35	0.34	130.1	2.91	605.0	0.91	28859	2385	8.3	46.0	39,812
San Jacinto County, TX	25.86	40.14	150.57	53.57	6.17	TX	San Jacinto County	6	1346	777	569	124	73	721	459	296	0.73	0.79	0.27	0.25	0.05	15432	1570	11095	0.102	0.719	0.39	0.35	0.34	130.1	2.91	605.0	0.91	28859	2385	8.3	46.0	39,812
San Jacinto County, TX	34.08	47.85	135.77	43.15	4.59	TX	San Jacinto County	12	1346	777	569	124	73	721	459	296	0.73	0.79	0.27	0.25	0.05	15432	1570	11095	0.102	0.719	0.39	0.35	0.34	130.1	2.91	605.0	0.91	28859	2385	8.3	46.0	39,812
San Jacinto County, TX	33.81	47.06	128.94	40.81	4.32	TX	San Jacinto County	18	1346	777	569	124	73	721	459	296	0.73	0.79	0.27	0.25	0.05	15432	1570	11095	0.102	0.719	0.39	0.35	0.34	130.1	2.91	605.0	0.91	28859	2385	8.3	46.0	39,812
San Saba County, TX	3.0	3.0	12.0	223.0	4.0	TX	San Saba County	1	398	203	195	2	2	27	18	13	0.96	7.22	0.11	0.15	0.026	7832	187	4361	0.024	0.557	0.47	0.41	0.41	188.3	-0.89	368.0	1.51	6055	-79	-1.3	5.3	4,037
San Saba County, TX	2.5	2.0	13.0	160.0	5.5	TX	San Saba County	3	398	203	195	2	2	27	18	13	0.96	7.22	0.11	0.15	0.026	7832	187	4361	0.024	0.557	0.47	0.41	0.41	188.3	-0.89	368.0	1.51	6055	-79	-1.3	5.3	4,037
San Saba County, TX	2.0	2.33	14.67	153.0	9.67	TX	San Saba County	6	398	203	195	2	2	27	18	13	0.96	7.22	0.11	0.15	0.026	7832	187	4361	0.024	0.557	0.47	0.41	0.41	188.3	-0.89	368.0	1.51	6055	-79	-1.3	5.3	4,037
San Saba County, TX	2.0	3.38	13.0	174.75	8.62	TX	San Saba County	12	398	203	195	2	2	27	18	13	0.96	7.22	0.11	0.15	0.026	7832	187	4361	0.024	0.557	0.47	0.41	0.41	188.3	-0.89	368.0	1.51	6055	-79	-1.3	5.3	4,037
San Saba County, TX	2.36	3.0	10.36	146.91	6.55	TX	San Saba County	18	398	203	195	2	2	27	18	13	0.96	7.22	0.11	0.15	0.026	7832	187	4361	0.024	0.557	0.47	0.41	0.41	188.3	-0.89	368.0	1.51	6055	-79	-1.3	5.3	4,037
Schleicher County, TX	1.0	1.0	3.0	93.0	3.0	TX	Schleicher County	1	362	273	89	0	0	7	5	4	0.33	12.71	0.0	0.0	0.061	4445	232	3325	0.052	0.748	0.15	0.08	0.08	99.1	0.8	1684.0	-0.22	2793	-710	-25.4	2.1	6,502
Schleicher County, TX	1.0	1.0	3.0	93.0	3.0	TX	Schleicher County	3	362	273	89	0	0	7	5	4	0.33	12.71	0.0	0.0	0.061	4445	232	3325	0.052	0.748	0.15	0.08	0.08	99.1	0.8	1684.0	-0.22	2793	-710	-25.4	2.1	6,502
Schleicher County, TX	1.0	1.0	4.0	47.5	4.0	TX	Schleicher County	6	362	273	89	0	0	7	5	4	0.33	12.71	0.0	0.0	0.061	4445	232	3325	0.052	0.748	0.15	0.08	0.08	99.1	0.8	1684.0	-0.22	2793	-710	-25.4	2.1	6,502
Schleicher County, TX	1.0	1.0	4.0	47.5	4.0	TX	Schleicher County	12	362	273	89	0	0	7	5	4	0.33	12.71	0.0	0.0	0.061	4445	232	3325	0.052	0.748	0.15	0.08	0.08	99.1	0.8	1684.0	-0.22	2793	-710	-25.4	2.1	6,502
Schleicher County, TX	1.33	1.5	3.0	45.67	2.83	TX	Schleicher County	18	362	273	89	0	0	7	5	4	0.33	12.71	0.0	0.0	0.061	4445	232	3325	0.052	0.748	0.15	0.08	0.08	99.1	0.8	1684.0	-0.22	2793	-710	-25.4	2.1	6,502
Scurry County, TX	2.0	15.0	45.0	98.0	29.65	TX	Scurry County	1	199	166	33	0	0	96	74	56	0.2	0.34	0.0	0.0	0.041	4016	326	1949	0.081	0.485	0.22	0.17	0.17	142.7	-3.27	576.0	0.98	16703	-225	-1.3	18.4	13,149
Scurry County, TX	1.67	14.33	45.67	167.67	35.43	TX	Scurry County	3	199	166	33	0	0	96	74	56	0.2	0.34	0.0	0.0	0.041	4016	326	1949	0.081	0.485	0.22	0.17	0.17	142.7	-3.27	576.0	0.98	16703	-225	-1.3	18.4	13,149
Scurry County, TX	1.6	11.4	45.8	150.8	34.46	TX	Scurry County	6	199	166	33	0	0	96	74	56	0.2	0.34	0.0	0.0	0.041	4016	326	1949	0.081	0.485	0.22	0.17	0.17	142.7	-3.27	576.0	0.98	16703	-225	-1.3	18.4	13,149
Scurry County, TX	1.6	15.2	50.2	170.3	38.25	TX	Scurry County	12	199	166	33	0	0	96	74	56	0.2	0.34	0.0	0.0	0.041	4016	326	1949	0.081	0.485	0.22	0.17	0.17	142.7	-3.27	576.0	0.98	16703	-225	-1.3	18.4	13,149
Scurry County, TX	1.55	15.09	49.27	160.36	38.41	TX	Scurry County	18	199	166	33	0	0	96	74	56	0.2	0.34	0.0	0.0	0.041	4016	326	1949	0.081	0.485	0.22	0.17	0.17	142.7	-3.27	576.0	0.98	16703	-225	-1.3	18.4	13,149
Shackelford County, TX	1.0	1.0	5.0	153.0	5.0	TX	Shackelford County	1	112	69	43	2	2	30	19	7	0.62	1.43	0.11	0.29	0.018	3923	126	2131	0.032	0.543	0.2	0.08	0.08	126.5	-1.08	1337.0	0.06	3265	-118	-3.6	3.6	5,279
Shackelford County, TX	2.0	1.0	5.0	123.5	3.35	TX	Shackelford County	3	112	69	43	2	2	30	19	7	0.62	1.43	0.11	0.29	0.018	3923	126	2131	0.032	0.543	0.2	0.08	0.08	126.5	-1.08	1337.0	0.06	3265	-118	-3.6	3.6	5,279
Shackelford County, TX	2.5	2.0	6.5	76.0	3.18	TX	Shackelford County	6	112	69	43	2	2	30	19	7	0.62	1.43	0.11	0.29	0.018	3923	126	2131	0.032	0.543	0.2	0.08	0.08	126.5	-1.08	1337.0	0.06	3265	-118	-3.6	3.6	5,279
Shackelford County, TX	2.5	3.8	6.75	53.88	3.92	TX	Shackelford County	12	112	69	43	2	2	30	19	7	0.62	1.43	0.11	0.29	0.018	3923	126	2131	0.032	0.543	0.2	0.08	0.08	126.5	-1.08	1337.0	0.06	3265	-118	-3.6	3.6	5,279
Shackelford County, TX	2.33	3.33	6.56	50.22	4.04	TX	Shackelford County	18	112	69	43	2	2	30	19	7	0.62	1.43	0.11	0.29	0.018	3923	126	2131	0.032	0.543	0.2	0.08	0.08	126.5	-1.08	1337.0	0.06	3265	-118	-3.6	3.6	5,279
Shelby County, TX	1.5	3.0	10.0	94.5	8.0	TX	Shelby County	1	298	188	110	7	3	75	62	37	0.59	1.47	0.11	0.08	0.018	10301	1063	4382	0.103	0.425	0.39	0.28	0.28	111.5	3.0	542.0	1.05	25274	-184	-0.7	30.3	20,285
Shelby County, TX	1.33	4.0	9.67	135.0	8.33	TX	Shelby County	3	298	188	110	7	3	75	62	37	0.59	1.47	0.11	0.08	0.018	10301	1063	4382	0.103	0.425	0.39	0.28	0.28	111.5	3.0	542.0	1.05	25274	-184	-0.7	30.3	20,285
Shelby County, TX	1.67	2.67	8.67	131.67	6.53	TX	Shelby County	6	298	188	110	7	3	75	62	37	0.59	1.47	0.11	0.08	0.018	10301	1063	4382	0.103	0.425	0.39	0.28	0.28	111.5	3.0	542.0	1.05	25274	-184	-0.7	30.3	20,285
Shelby County, TX	2.17	3.18	10.25	120.5	6.1	TX	Shelby County	12	298	188	110	7	3	75	62	37	0.59	1.47	0.11	0.08	0.018	10301	1063	4382	0.103	0.425	0.39	0.28	0.28	111.5	3.0	542.0	1.05	25274	-184	-0.7	30.3	20,285
Shelby County, TX	2.43	3.46	10.86	117.64	6.56	TX	Shelby County	18	298	188	110	7	3	75	62	37	0.59	1.47	0.11	0.08	0.018	10301	1063	4382	0.103	0.425	0.39	0.28	0.28	111.5	3.0	542.0	1.05	25274	-184	-0.7	30.3	20,285
Sherman County, TX	1.5	2.0	6.5	28.5	5.0	TX	Sherman County	1	43	20	23	0	0	1	1	0	1.15	23.0	0.0	0.0	0.009	2147	517	1414	0.241	0.659	0.04	0.02	0.02	131.0		2088.0	-0.58	3022	-3	-0.1	3.3	6,361
Sherman County, TX	2.25	2.5	5.25	104.0	3.25	TX	Sherman County	3	43	20	23	0	0	1	1	0	1.15	23.0	0.0	0.0	0.009	2147	517	1414	0.241	0.659	0.04	0.02	0.02	131.0		2088.0	-0.58	3022	-3	-0.1	3.3	6,361
Sherman County, TX	1.83	2.17	5.0	88.5	3.67	TX	Sherman County	6	43	20	23	0	0	1	1	0	1.15	23.0	0.0	0.0	0.009	2147	517	1414	0.241	0.659	0.04	0.02	0.02	131.0		2088.0	-0.58	3022	-3	-0.1	3.3	6,361
Sherman County, TX	1.71	2.17	4.71	77.14	3.57	TX	Sherman County	12	43	20	23	0	0	1	1	0	1.15	23.0	0.0	0.0	0.009	2147	517	1414	0.241	0.659	0.04	0.02	0.02	131.0		2088.0	-0.58	3022	-3	-0.1	3.3	6,361
Sherman County, TX	1.71	2.17	4.71	77.14	3.57	TX	Sherman County	18	43	20	23	0	0	1	1	0	1.15	23.0	0.0	0.0	0.009	2147	517	1414	0.241	0.659	0.04	0.02	0.02	131.0		2088.0	-0.58	3022	-3	-0.1	3.3	6,361
Smith County, TX	78.5	112.5	286.0	64.0	3.65	TX	Smith County	1	1854	1520	334	36	19	738	535	334	0.22	0.45	0.07	0.06	0.037	40892	2292	11985	0.056	0.293	0.57	0.52	0.52	176.3	-0.95	1178.0	0.2	232751	22343	9.6	245.1	128,252
Smith County, TX	59.75	100.75	286.75	63.25	5.38	TX	Smith County	3	1854	1520	334	36	19	738	535	334	0.22	0.45	0.07	0.06	0.037	40892	2292	11985	0.056	0.293	0.57	0.52	0.52	176.3	-0.95	1178.0	0.2	232751	22343	9.6	245.1	128,252
Smith County, TX	56.86	89.0	275.57	57.0	5.23	TX	Smith County	6	1854	1520	334	36	19	738	535	334	0.22	0.45	0.07	0.06	0.037	40892	2292	11985	0.056	0.293	0.57	0.52	0.52	176.3	-0.95	1178.0	0.2	232751	22343	9.6	245.1	128,252
Smith County, TX	65.69	97.62	246.08	45.92	4.1	TX	Smith County	12	1854	1520	334	36	19	738	535	334	0.22	0.45	0.07	0.06	0.037	40892	2292	11985	0.056	0.293	0.57	0.52	0.52	176.3	-0.95	1178.0	0.2	232751	22343	9.6	245.1	128,252
Smith County, TX	63.75	91.62	222.56	45.81	3.76	TX	Smith County	18	1854	1520	334	36	19	738	535	334	0.22	0.45	0.07	0.06	0.037	40892	2292	11985	0.056	0.293	0.57	0.52	0.52	176.3	-0.95	1178.0	0.2	232751	22343	9.6	245.1	128,252
Starr County, TX	4.0	12.0	65.5	64.5	17.75	TX	Starr County	1	360	330	30	0	0	193	132	83	0.09	0.16	0.0	0.0	0.013	24978	1120	10233	0.045	0.41	0.34	0.31	0.31	265.9	5.25	429.0	1.32	64633	3499	5.4	52.6	23,103
Starr County, TX	7.0	12.0	66.75	97.75	12.42	TX	Starr County	3	360	330	30	0	0	193	132	83	0.09	0.16	0.0	0.0	0.013	24978	1120	10233	0.045	0.41	0.34	0.31	0.31	265.9	5.25	429.0	1.32	64633	3499	5.4	52.6	23,103
Starr County, TX	6.43	12.0	69.57	85.57	13.64	TX	Starr County	6	360	330	30	0	0	193	132	83	0.09	0.16	0.0	0.0	0.013	24978	1120	10233	0.045	0.41	0.34	0.31	0.31	265.9	5.25	429.0	1.32	64633	3499	5.4	52.6	23,103
