County	State	property_count	population_2015	square_miles	people/sqmiles
Rock County	Minnesota	"7,851"	"9,520"	483	20
Roseau County	Minnesota	"14,266"	"15,520"	"1,678"	9
Scott County	Minnesota	"56,533"	"137,232"	368	373
Sherburne County	Minnesota	"40,705"	"90,158"	451	200
Sibley County	Minnesota	"14,834"	"15,072"	601	25
St. Louis County	Minnesota	"186,886"	"200,540"	"6,860"	29
Stearns County	Minnesota	"71,470"	"152,092"	"1,390"	109
Steele County	Minnesota	"20,104"	"36,465"	432	84
Stevens County	Minnesota	"5,889"	"9,735"	575	17
Swift County	Minnesota	"5,778"	"9,546"	752	13
Todd County	Minnesota	"24,717"	"24,382"	980	25
Traverse County	Minnesota	n/a	"3,445"	586	6
Wabasha County	Minnesota	"17,940"	"21,443"	550	39
Wadena County	Minnesota	"11,545"	"13,804"	543	25
Waseca County	Minnesota	"12,109"	"19,098"	433	44
Washington County	Minnesota	"106,868"	"246,603"	423	583
Watonwan County	Minnesota	n/a	"11,137"	440	25
Wilkin County	Minnesota	"8,457"	"6,557"	751	9
Winona County	Minnesota	"24,236"	"51,232"	642	80
Wright County	Minnesota	"66,860"	"128,470"	714	180
Yellow Medicine County	Minnesota	"10,349"	"10,143"	763	13
Adams County	Mississippi	"18,911"	"32,090"	488	66
Alcorn County	Mississippi	"22,468"	"37,316"	401	93
Amite County	Mississippi	"17,072"	"12,899"	732	18
Attala County	Mississippi	n/a	"19,317"	737	26
Benton County	Mississippi	"9,042"	"8,571"	409	21
Bolivar County	Mississippi	"23,102"	"34,049"	906	38
Calhoun County	Mississippi	"12,982"	"14,734"	588	25
Carroll County	Mississippi	"9,891"	"10,385"	635	16
Chickasaw County	Mississippi	"12,534"	"17,311"	504	34
Choctaw County	Mississippi	"8,558"	"8,371"	420	20
Claiborne County	Mississippi	"7,738"	"9,253"	501	18
Clarke County	Mississippi	"17,501"	"16,415"	694	24
Clay County	Mississippi	"12,444"	"20,408"	416	49
Coahoma County	Mississippi	"16,087"	"25,182"	583	43
Copiah County	Mississippi	"22,716"	"28,921"	779	37
Covington County	Mississippi	"14,638"	"19,423"	415	47
DeSoto County	Mississippi	"75,053"	"168,240"	497	339
Forrest County	Mississippi	"41,964"	"77,059"	470	164
Franklin County	Mississippi	"8,914"	"7,931"	567	14
George County	Mississippi	"16,626"	"23,159"	484	48
Greene County	Mississippi	"11,654"	"14,244"	719	20
Grenada County	Mississippi	"16,309"	"21,612"	449	48
Hancock County	Mississippi	"51,844"	"45,566"	553	82
Harrison County	Mississippi	"101,159"	"196,500"	976	201
Hinds County	Mississippi	"126,494"	"244,899"	877	279
Holmes County	Mississippi	"16,631"	"18,428"	765	24
Humphreys County	Mississippi	"7,740"	"8,922"	431	21
Issaquena County	Mississippi	n/a	"1,395"	441	3
Itawamba County	Mississippi	"14,703"	"23,434"	540	43
Jackson County	Mississippi	"82,282"	"140,450"	"1,043"	135
Jasper County	Mississippi	"19,767"	"16,470"	677	24
Jefferson County	Mississippi	"7,799"	"7,629"	527	14
Jefferson Davis County	Mississippi	"13,049"	"11,948"	409	29
Jones County	Mississippi	"8,993"	"68,961"	700	99
Kemper County	Mississippi	"10,671"	"10,294"	767	13
Lafayette County	Mississippi	"29,233"	"51,318"	679	76
Lamar County	Mississippi	"32,150"	"58,801"	500	118
Lauderdale County	Mississippi	"47,397"	"80,254"	715	112
Lawrence County	Mississippi	"13,198"	"12,514"	436	29
Leake County	Mississippi	"17,276"	"23,389"	585	40
Lee County	Mississippi	"42,199"	"85,340"	453	188
Leflore County	Mississippi	"17,915"	"31,607"	606	52
Lincoln County	Mississippi	"24,761"	"34,810"	588	59
Lowndes County	Mississippi	"31,876"	"59,922"	516	116
Madison County	Mississippi	"54,394"	"100,412"	742	135
Marion County	Mississippi	"19,688"	"26,180"	549	48
Marshall County	Mississippi	"23,746"	"36,515"	710	51
Monroe County	Mississippi	"28,373"	"36,116"	772	47
Montgomery County	Mississippi	"10,018"	"10,553"	408	26
Neshoba County	Mississippi	"20,266"	"29,507"	572	52
Newton County	Mississippi	"16,078"	"21,689"	580	37
Noxubee County	Mississippi	"9,303"	"11,089"	700	16
Oktibbeha County	Mississippi	"23,481"	"49,043"	462	106
Panola County	Mississippi	"22,971"	"34,402"	705	49
Pearl River County	Mississippi	"48,885"	"55,072"	819	67
Perry County	Mississippi	"9,984"	"12,131"	650	19
Pike County	Mississippi	"24,230"	"40,014"	411	97
Pontotoc County	Mississippi	"19,241"	"30,897"	501	62
Prentiss County	Mississippi	"18,357"	"25,388"	418	61
Quitman County	Mississippi	"8,211"	"7,803"	406	19
Rankin County	Mississippi	"76,177"	"146,767"	806	182
Scott County	Mississippi	"21,478"	"28,273"	610	46
Sharkey County	Mississippi	"4,714"	"4,708"	435	11
Simpson County	Mississippi	"21,835"	"27,500"	590	47
Smith County	Mississippi	"17,043"	"16,225"	637	25
Stone County	Mississippi	"13,235"	"18,016"	448	40
Sunflower County	Mississippi	n/a	"27,997"	707	40
Tallahatchie County	Mississippi	"10,568"	"15,081"	652	23
Tate County	Mississippi	"14,987"	"28,373"	411	69
Tippah County	Mississippi	"17,476"	"22,084"	460	48
Tishomingo County	Mississippi	"16,632"	"19,529"	445	44
Tunica County	Mississippi	"6,918"	"10,560"	481	22
Union County	Mississippi	"18,904"	"27,754"	417	67
Walthall County	Mississippi	"12,870"	"14,931"	404	37
Warren County	Mississippi	"26,458"	"48,218"	619	78
Washington County	Mississippi	"30,244"	"49,688"	761	65
Wayne County	Mississippi	"15,285"	"20,539"	814	25
Webster County	Mississippi	"9,141"	"9,987"	423	24
Wilkinson County	Mississippi	"9,609"	"9,381"	688	14
Winston County	Mississippi	"16,715"	"18,788"	610	31
Yalobusha County	Mississippi	"12,043"	"12,373"	495	25
Yazoo County	Mississippi	"18,389"	"27,883"	934	30
Adair County	Missouri	"14,164"	"25,572"	569	45
Andrew County	Missouri	"10,814"	"17,445"	436	40
Atchison County	Missouri	"6,063"	"5,449"	550	10
Audrain County	Missouri	"14,888"	"25,661"	697	37
Barry County	Missouri	"14,888"	"35,572"	791	45
Barton County	Missouri	"18,011"	"12,275"	597	21
Bates County	Missouri	"13,126"	"16,550"	851	19
Benton County	Missouri	"31,886"	"18,932"	753	25
Bollinger County	Missouri	n/a	"12,490"	621	20
Boone County	Missouri	"67,483"	"170,773"	691	247
Buchanan County	Missouri	"39,473"	"89,631"	415	216
Butler County	Missouri	"28,978"	"43,083"	699	62
Caldwell County	Missouri	"8,609"	"9,097"	430	21
Callaway County	Missouri	"25,204"	"44,359"	847	52
Camden County	Missouri	"57,312"	"43,862"	709	62
Cape Girardeau County	Missouri	"36,672"	"77,320"	586	132
Carroll County	Missouri	"70,288"	"9,127"	701	13
Carter County	Missouri	"7,976"	"6,291"	509	12
Cass County	Missouri	"59,375"	"100,641"	702	143
Cedar County	Missouri	"12,802"	"13,913"	499	28
Chariton County	Missouri	"12,247"	"7,628"	767	10
Christian County	Missouri	"37,115"	"80,899"	564	143
Clark County	Missouri	"7,220"	"6,910"	512	14
Clay County	Missouri	"91,953"	"230,473"	409	564
Clinton County	Missouri	"13,009"	"20,571"	423	49
Cole County	Missouri	"29,216"	"76,699"	402	191
Cooper County	Missouri	"11,694"	"17,647"	569	31
Crawford County	Missouri	"17,180"	"24,543"	744	33
Dade County	Missouri	n/a	"7,578"	506	15
Dallas County	Missouri	"12,883"	"16,535"	543	30
Daviess County	Missouri	"10,715"	"8,294"	569	15
DeKalb County	Missouri	"7,010"	"12,840"	426	30
Dent County	Missouri	"11,945"	"15,730"	755	21
Douglas County	Missouri	"12,928"	"13,515"	815	17
Dunklin County	Missouri	"21,081"	"31,712"	547	58
Franklin County	Missouri	"15,228"	"101,816"	931	109
Gasconade County	Missouri	n/a	"14,901"	524	28
Gentry County	Missouri	"3,857"	"6,775"	492	14
Greene County	Missouri	"131,018"	"283,870"	678	419
Grundy County	Missouri	"9,463"	"10,355"	438	24
Harrison County	Missouri	"10,290"	"8,741"	726	12
Henry County	Missouri	"19,266"	"22,059"	732	30
Hickory County	Missouri	n/a	"9,305"	412	23
Holt County	Missouri	"7,198"	"4,568"	470	10
Howard County	Missouri	"8,805"	"10,257"	472	22
Howell County	Missouri	n/a	"40,393"	928	44
Iron County	Missouri	"11,277"	"10,344"	552	19
Jackson County	Missouri	"307,502"	"679,996"	616	1103
Jasper County	Missouri	"58,262"	"116,398"	641	182
Jefferson County	Missouri	"100,720"	"221,396"	664	333
Johnson County	Missouri	"25,797"	"54,572"	833	66
Knox County	Missouri	"41,106"	"4,067"	507	8
Laclede County	Missouri	"21,006"	"35,667"	768	46
Lafayette County	Missouri	"22,437"	"32,943"	639	52
Lawrence County	Missouri	"20,480"	"38,185"	613	62
Lewis County	Missouri	"5,440"	"10,152"	511	20
Lincoln County	Missouri	"29,083"	"53,860"	640	84
Linn County	Missouri	"10,866"	"12,368"	621	20
Livingston County	Missouri	"10,429"	"14,871"	539	28
Macon County	Missouri	"13,081"	"15,544"	812	19
Madison County	Missouri	"11,181"	"12,431"	498	25
Maries County	Missouri	n/a	"9,018"	530	17
Marion County	Missouri	"15,207"	"28,904"	444	65
McDonald County	Missouri	"16,308"	"22,558"	540	42
Mercer County	Missouri	"26,997"	"3,695"	455	8
Miller County	Missouri	"21,201"	"25,092"	600	42
Mississippi County	Missouri	"30,329"	"14,282"	429	33
Moniteau County	Missouri	"9,649"	"15,748"	419	38
Monroe County	Missouri	"8,719"	"8,774"	670	13
Montgomery County	Missouri	"10,929"	"11,965"	542	22
Morgan County	Missouri	"29,922"	"20,265"	614	33
New Madrid County	Missouri	"14,569"	"18,365"	697	26
Newton County	Missouri	"6,465"	"58,845"	627	94
Nodaway County	Missouri	"14,643"	"23,261"	792	14
Oregon County	Missouri	"10,411"	"10,996"	792	14
Osage County	Missouri	"12,366"	"13,688"	610	22
Ozark County	Missouri	n/a	"9,560"	755	13
Pemiscot County	Missouri	"13,812"	"17,823"	513	35
Perry County	Missouri	"14,100"	"19,072"	484	39
Pettis County	Missouri	"24,109"	"42,205"	686	62
Phelps County	Missouri	"21,062"	"44,807"	674	66
Pike County	Missouri	"13,045"	"18,669"	685	27
Platte County	Missouri	"41,834"	"93,310"	427	219
Polk County	Missouri	"17,810"	"30,974"	642	48
Pulaski County	Missouri	"19,331"	"53,748"	551	97
Putnam County	Missouri	"7,356"	"4,875"	520	9
Ralls County	Missouri	"9,093"	"10,192"	484	21
Randolph County	Missouri	"15,123"	"24,940"	488	51
Ray County	Missouri	"15,733"	"23,039"	574	40
Reynolds County	Missouri	"12,316"	"6,599"	814	8
Ripley County	Missouri	"17,953"	"14,032"	632	22
Saline County	Missouri	"10,962"	"23,252"	767	30
Schuyler County	Missouri	"12,760"	"4,358"	308	14
Scotland County	Missouri	"21,415"	"4,921"	439	11
Scott County	Missouri	"22,420"	"39,290"	426	92
Shannon County	Missouri	"10,090"	"8,297"	"1,004"	8
Shelby County	Missouri	"30,874"	"6,177"	502	12
St. Charles County	Missouri	"157,799"	"373,495"	593	630
St. Clair County	Missouri	"76,412"	"9,487"	702	14
St. Francois County	Missouri	"40,167"	"66,215"	455	146
St. Louis County	Missouri	"398,142"	"1,001,444"	523	1915
"St. Louis, City County"	Missouri	n/a	"318,416"	523	1915
Ste. Genevieve County	Missouri	"17,663"	"17,778"	507	35
Stoddard County	Missouri	n/a	"29,780"	829	36
Stone County	Missouri	"34,966"	"31,297"	511	61
Sullivan County	Missouri	"7,340"	"6,448"	652	10
Taney County	Missouri	"49,111"	"53,575"	652	82
Texas County	Missouri	"13,171"	"25,636"	"1,179"	22
Vernon County	Missouri	"6,169"	"20,949"	837	25
Warren County	Missouri	"24,616"	"32,999"	438	75
Washington County	Missouri	"26,446"	"25,172"	762	33
Wayne County	Missouri	"8,635"	"13,404"	774	17
Webster County	Missouri	"19,943"	"36,466"	594	61
Worth County	Missouri	"12,089"	"2,090"	267	8
Wright County	Missouri	"8,235"	"18,473"	683	27
Beaverhead County	Montana	"15,801"	"9,341"	"5,572"	2
Big Horn County	Montana	"15,065"	"13,042"	"5,015"	3
Blaine County	Montana	"12,898"	"6,604"	"4,239"	2
Broadwater County	Montana	"7,293"	"5,692"	"1,239"	5
Carbon County	Montana	"14,698"	"10,340"	"2,062"	5
Carter County	Montana	"7,976"	"1,174"	"3,348"	0
Cascade County	Montana	"55,414"	"82,384"	"2,711"	30
Chouteau County	Montana	"14,104"	"5,849"	"3,997"	1
Custer County	Montana	"11,913"	"11,951"	"3,793"	3
Daniels County	Montana	"5,749"	"1,791"	"1,426"	1
Dawson County	Montana	"8,998"	"9,445"	"2,383"	4
Deer Lodge County	Montana	"7,512"	"9,329"	741	13
Fallon County	Montana	"4,642"	"3,079"	"1,623"	2
Fergus County	Montana	"20,953"	"11,501"	"4,350"	3
Flathead County	Montana	"108,831"	"93,068"	"5,256"	18
Gallatin County	Montana	"48,071"	"94,720"	"2,632"	36
Garfield County	Montana	"9,206"	"1,290"	"4,847"	0
Glacier County	Montana	"13,064"	"13,739"	"3,037"	5
Golden Valley County	Montana	"2,552"	859	"1,176"	1
Granite County	Montana	"7,475"	"3,138"	"1,733"	2
Hill County	Montana	"14,322"	"16,568"	"2,916"	6
Jefferson County	Montana	"12,888"	"11,512"	"1,659"	7
Judith Basin County	Montana	"7,175"	"2,016"	"1,871"	1
Lake County	Montana	"30,879"	"29,017"	"1,654"	18
Lewis and Clark County	Montana	"38,228"	"65,338"	"3,498"	19
Liberty County	Montana	"4,795"	"2,369"	"1,447"	2
Lincoln County	Montana	"22,843"	"19,460"	"3,675"	5
Madison County	Montana	"21,367"	"7,712"	"3,603"	2
McCone County	Montana	"6,666"	"1,709"	"2,683"	1
Meagher County	Montana	"6,101"	"1,937"	"2,395"	1
Mineral County	Montana	"5,528"	"4,275"	"1,223"	3
Missoula County	Montana	"52,711"	"111,807"	"2,618"	43
Musselshell County	Montana	"7,931"	"4,629"	"1,871"	2
Park County	Montana	"15,454"	"15,682"	"2,813"	6
Petroleum County	Montana	"4,541"	506	"1,674"	0
Phillips County	Montana	"14,603"	"4,179"	"5,212"	1
Pondera County	Montana	"8,293"	"6,211"	"1,640"	4
Powder River County	Montana	"7,143"	"1,748"	"3,298"	1
Powell County	Montana	"8,077"	"6,993"	"2,333"	3
Prairie County	Montana	"3,757"	"1,179"	"1,743"	1
Ravalli County	Montana	"30,798"	"40,823"	"2,400"	17
Richland County	Montana	"10,931"	"11,214"	"2,103"	5
Roosevelt County	Montana	"12,138"	"11,125"	"2,369"	5
Rosebud County	Montana	"11,027"	"9,329"	"5,027"	2
Sanders County	Montana	"15,103"	"11,363"	"2,790"	4
Sheridan County	Montana	"8,213"	"3,668"	"1,706"	2
Silver Bow County	Montana	"22,605"	"34,523"	719	48
Stillwater County	Montana	"10,380"	"9,318"	"1,805"	5
Sweet Grass County	Montana	"5,385"	"3,669"	"1,862"	2
Teton County	Montana	"10,434"	"6,065"	"2,293"	3
Toole County	Montana	"9,214"	"5,138"	"1,946"	3
Treasure County	Montana	"2,135"	700	984	1
Valley County	Montana	"17,913"	"7,630"	"5,062"	2
Wheatland County	Montana	"4,065"	"2,134"	"1,428"	1
Wibaux County	Montana	"2,191"	"1,121"	890	1
Yellowstone County	Montana	"77,209"	"154,162"	"2,649"	58
Adams County	Nebraska	"17,157"	"31,610"	564	56
Antelope County	Nebraska	"8,333"	"6,456"	859	8
Arthur County	Nebraska	977	458	718	1
Banner County	Nebraska	"2,324"	759	746	1
Blaine County	Nebraska	"1,530"	482	715	1
Boone County	Nebraska	"6,261"	"5,388"	687	8
Box Butte County	Nebraska	"8,640"	"11,305"	"1,078"	10
Boyd County	Nebraska	"4,595"	"2,032"	545	4
Brown County	Nebraska	"5,391"	"2,926"	"1,225"	2
Buffalo County	Nebraska	"23,253"	"47,893"	975	49
Burt County	Nebraska	"7,723"	"6,574"	497	13
Butler County	Nebraska	"8,580"	"8,312"	591	14
Cass County	Nebraska	"21,491"	"25,357"	566	45
Cedar County	Nebraska	"9,556"	"8,711"	746	12
Chase County	Nebraska	"5,110"	"4,000"	897	4
Cherry County	Nebraska	"17,080"	"5,788"	"6,009"	1
Cheyenne County	Nebraska	"9,827"	"10,091"	"1,196"	8
Clay County	Nebraska	"8,089"	"6,392"	574	11
Colfax County	Nebraska	n/a	"10,425"	417	25
Cuming County	Nebraska	"9,486"	"8,996"	575	16
Custer County	Nebraska	"16,026"	"10,792"	"2,576"	4
Dakota County	Nebraska	"9,955"	"20,947"	267	78
Dawes County	Nebraska	"7,870"	"9,088"	"1,401"	6
Dawson County	Nebraska	"16,087"	"24,207"	"1,019"	24
Deuel County	Nebraska	"2,590"	"1,937"	441	4
Dixon County	Nebraska	"6,430"	"5,851"	483	12
Dodge County	Nebraska	"20,809"	"36,515"	543	67
Douglas County	Nebraska	"201,750"	"537,256"	339	1583
Dundy County	Nebraska	n/a	"1,981"	921	2
Fillmore County	Nebraska	"7,622"	"5,698"	577	10
Franklin County	Nebraska	"5,987"	"3,085"	576	5
Frontier County	Nebraska	"4,443"	"2,709"	980	3
Furnas County	Nebraska	"4,094"	"4,865"	721	7
Gage County	Nebraska	"18,534"	"21,864"	860	25
Garden County	Nebraska	"5,071"	"1,902"	"1,731"	1
Garfield County	Nebraska	"2,603"	"2,035"	571	4
Gosper County	Nebraska	"3,330"	"1,972"	463	4
Grant County	Nebraska	"1,704"	633	783	1
Greeley County	Nebraska	"3,392"	"2,494"	571	4
Hall County	Nebraska	"26,443"	"60,720"	552	110
Hamilton County	Nebraska	"8,495"	"9,112"	547	17
Harlan County	Nebraska	"5,330"	"3,513"	574	6
Hayes County	Nebraska	"2,536"	976	713	1
Hitchcock County	Nebraska	"4,372"	"2,872"	718	4
Holt County	Nebraska	"13,753"	"10,449"	2417	4
Hooker County	Nebraska	"1,860"	738	721	1
Howard County	Nebraska	"6,566"	"6,355"	576	11
Jefferson County	Nebraska	"9,186"	"7,560"	576	13
Johnson County	Nebraska	"5,178"	"5,144"	377	14
Kearney County	Nebraska	"5,878"	"6,548"	516	13
Keith County	Nebraska	"9,354"	"8,130"	1110	7
Keya Paha County	Nebraska	"2,683"	790	774	1
Kimball County	Nebraska	"4,826"	"3,702"	952	4
Knox County	Nebraska	"13,015"	"8,565"	1140	8
Lancaster County	Nebraska	"109,685"	"297,036"	846	351
Lincoln County	Nebraska	"24,253"	"36,051"	2575	14
Logan County	Nebraska	"1,188"	763	571	1
Loup County	Nebraska	"2,209"	576	571	1
Madison County	Nebraska	"20,427"	"35,278"	575	61
McPherson County	Nebraska	"17,577"	526	860	1
Merrick County	Nebraska	"6,949"	"7,802"	494	16
Morrill County	Nebraska	"7,787"	"4,908"	1430	3
Nance County	Nebraska	"4,855"	"3,623"	448	8
Nemaha County	Nebraska	"7,152"	"7,157"	410	17
Nuckolls County	Nebraska	"6,696"	"4,413"	576	8
Otoe County	Nebraska	"12,961"	"15,752"	619	25
Pawnee County	Nebraska	"4,857"	"2,709"	433	6
Perkins County	Nebraska	"4,830"	"2,921"	884	3
Phelps County	Nebraska	"7,843"	"9,213"	540	17
Pierce County	Nebraska	"6,746"	"7,150"	575	12
Platte County	Nebraska	"19,469"	"32,505"	685	47
Polk County	Nebraska	"6,047"	"5,275"	441	12
Red Willow County	Nebraska	"9,053"	"11,006"	718	15
Richardson County	Nebraska	"10,150"	"8,125"	555	15
Rock County	Nebraska	"3,331"	"1,411"	1012	1
Saline County	Nebraska	"10,962"	"14,416"	576	25
Sarpy County	Nebraska	n/a	"169,331"	248	684
Saunders County	Nebraska	"17,103"	"20,929"	760	28
Scotts Bluff County	Nebraska	"20,988"	"36,848"	745	49
Seward County	Nebraska	"11,432"	"17,089"	576	30
Sheridan County	Nebraska	"9,079"	"5,251"	2470	2
Sherman County	Nebraska	"4,112"	"3,106"	572	5
Sioux County	Nebraska	"5,119"	"1,313"	2067	1
Stanton County	Nebraska	"6,333"	"6,133"	431	14
Thayer County	Nebraska	"7,019"	"5,189"	575	9
Thomas County	Nebraska	"2,265"	699	714	1
Thurston County	Nebraska	"5,498"	"6,895"	396	17
Valley County	Nebraska	"5,058"	"4,193"	570	7
Washington County	Nebraska	"12,816"	"20,223"	393	51
Wayne County	Nebraska	"59,345"	"9,411"	443	21
Webster County	Nebraska	"4,845"	"3,688"	575	6
Wheeler County	Nebraska	"7,266"	759	576	1
York County	Nebraska	"10,492"	"13,883"	576	24
"Carson City, Consolidated Municipality of County"	Nevada	n/a	"54,080"		
Churchill County	Nevada	"13,984"	"24,063"	5024	5
Clark County	Nevada	"831,303"	"2,027,868"	8061	252
Douglas County	Nevada	"28,398"	"47,118"	738	64
Elko County	Nevada	"44,509"	"52,384"	17203	3
Esmeralda County	Nevada	n/a	832	3589	0
Eureka County	Nevada	n/a	"2,076"	4180	1
Humboldt County	Nevada	"17,617"	"17,363"	9658	2
Lander County	Nevada	"6,860"	"6,032"	5519	1
Lincoln County	Nevada	"4,998"	"5,245"	10637	0
Lyon County	Nevada	"32,881"	"51,557"	2024	25
Mineral County	Nevada	"19,151"	"4,614"	3813	1
Nye County	Nevada	"59,944"	"42,297"	18199	2
Pershing County	Nevada	"12,405"	"6,877"	6067	1
Storey County	Nevada	"4,884"	"3,942"	264	15
Washoe County	Nevada	"175,571"	"433,731"	6542	66
White Pine County	Nevada	"7,854"	"10,057"	8897	1
Belknap County	New Hampshire	"39,945"	"60,179"	469	128
Carroll County	New Hampshire	"50,006"	"47,499"	992	48
Cheshire County	New Hampshire	"41,247"	"76,610"	729	105
Coos County	New Hampshire	"23,269"	"31,997"	1830	17
Grafton County	New Hampshire	"56,965"	"89,629"	1750	51
Hillsborough County	New Hampshire	"132,587"	"403,985"	892	453
Merrimack County	New Hampshire	"61,545"	"146,849"	956	154
Rockingham County	New Hampshire	"105,505"	"299,134"	795	376
Strafford County	New Hampshire	"43,353"	"124,593"	384	324
Sullivan County	New Hampshire	"24,680"	"42,984"	552	78
Bergen County	New Jersey	"295,868"	"925,328"	247	3751
Burlington County	New Jersey	"239,706"	"450,838"	820	550
Camden County	New Jersey	"195,893"	"512,854"	227	2256
Cape May County	New Jersey	"148,822"	"95,897"	620	155
Cumberland County	New Jersey	"73,430"	"157,332"	678	232
Essex County	New Jersey	"186,062"	"789,565"	130	6091
Gloucester County	New Jersey	"124,081"	"290,265"	337	861
Hudson County	New Jersey	"132,030"	"660,282"	62	10596
Hunterdon County	New Jersey	"54,607"	"126,250"	437	289
Mercer County	New Jersey	"139,847"	"370,414"	229	1618
Middlesex County	New Jersey	"282,330"	"828,919"	323	2568
Monmouth County	New Jersey	"253,485"	"629,672"	665	946
Morris County	New Jersey	"179,364"	"499,397"	482	1037
Ocean County	New Jersey	"420,971"	"583,414"	915	637
Passaic County	New Jersey	"128,856"	"505,672"	197	2566
Salem County	New Jersey	"32,719"	"65,166"	372	175
Somerset County	New Jersey	"129,853"	"330,585"	305	1084
Sussex County	New Jersey	"75,519"	"145,992"	536	273
Union County	New Jersey	"149,032"	"548,256"	105	5202
Warren County	New Jersey	"48,657"	"107,379"	363	296
Bernalillo County	New Mexico	"251,318"	"674,221"	1167	578
Catron County	New Mexico	n/a	"3,607"	6929	1
Chaves County	New Mexico	"36,116"	"65,823"	6075	11
Cibola County	New Mexico	"22,707"	"27,335"	4542	6
Colfax County	New Mexico	n/a	"13,094"	3768	3
Curry County	New Mexico	"25,888"	"50,598"	1408	36
De Baca County	New Mexico	n/a	"1,907"	2334	1
Doña Ana County	New Mexico	"86,335"	"213,460"		
Eddy County	New Mexico	"51,403"	"55,471"	4198	13
Grant County	New Mexico	"8,915"	"29,328"	3968	7
Guadalupe County	New Mexico	"72,366"	"4,551"	3032	2
Harding County	New Mexico	"6,672"	693	2126	0
Hidalgo County	New Mexico	"291,692"	"4,654"	3446	1
Lea County	New Mexico	"41,731"	"68,062"	4394	15
Lincoln County	New Mexico	"39,212"	"20,105"	4831	4
Los Alamos County	New Mexico	"8,222"	"17,798"	109	163
Luna County	New Mexico	"116,126"	"24,659"	2965	8
McKinley County	New Mexico	n/a	"73,308"	5455	13
Mora County	New Mexico	n/a	"4,704"	1934	2
Otero County	New Mexico	"48,451"	"65,616"	6628	10
Quay County	New Mexico	n/a	"8,662"	2882	3
Rio Arriba County	New Mexico	n/a	"40,072"	5896	7
Roosevelt County	New Mexico	"14,165"	"19,955"	2455	8
San Juan County	New Mexico	"44,279"	"126,503"	5538	23
San Miguel County	New Mexico	"10,274"	"28,541"	4736	6
Sandoval County	New Mexico	"147,977"	"136,575"	3716	37
Santa Fe County	New Mexico	"77,802"	"147,423"	1911	77
Sierra County	New Mexico	"15,650"	"11,572"	4236	3
Socorro County	New Mexico	n/a	"17,584"	6649	3
Taos County	New Mexico	n/a	"33,035"	2204	15
Torrance County	New Mexico	"29,582"	"15,717"	3346	5
Union County	New Mexico	"27,679"	"4,370"	3831	1
Valencia County	New Mexico	"197,581"	"76,284"	"1,068"	71
Albany County	New York	"111,974"	"306,945"	533	576
Allegany County	New York	"34,524"	"48,109"	1806	47
Bronx County	New York	"89,685"	"1,418,733"		
Broome County	New York	"85,505"	"197,534"	716	276
Cattaraugus County	New York	"49,983"	"78,892"	1322	60
Cayuga County	New York	"38,666"	"79,477"	864	92
Chautauqua County	New York	"89,360"	"133,080"	1500	89
Chemung County	New York	"39,856"	"88,506"	411	215
Chenango County	New York	"33,967"	"49,503"	899	55
Clinton County	New York	"37,939"	"81,591"	1118	73
Columbia County	New York	"38,869"	"62,243"	648	96
Cortland County	New York	"21,876"	"48,976"	502	98
Delaware County	New York	"42,867"	"46,722"	1467	32
Dutchess County	New York	"109,486"	"296,916"	825	360
Erie County	New York	"358,051"	"919,866"	1227	750
Essex County	New York	"35,915"	"38,762"	1916	20
Franklin County	New York	"30,888"	"51,688"	1697	30
Fulton County	New York	"33,047"	"54,586"	533	102
Genesee County	New York	"28,803"	"59,454"	495	120
Greene County	New York	"38,686"	"48,455"	658	74
Hamilton County	New York	"13,011"	"4,773"	1808	3
Herkimer County	New York	"41,911"	"64,181"	1458	44
Jefferson County	New York	"48,233"	"119,504"	1857	64
Kings County	New York	"276,909"	"2,592,149"	1392	108
Lewis County	New York	"25,754"	"27,149"	1290	21
Livingston County	New York	"28,328"	"64,705"	640	101
Madison County	New York	"47,263"	"72,382"	661	109
Monroe County	New York	"264,299"	"749,606"	1367	548
Montgomery County	New York	"73,307"	"49,897"	410	122
Nassau County	New York	"407,636"	"1,352,146"	453	2983
New York County	New York	"42,686"	"1,626,159"	468	17943
Niagara County	New York	"93,520"	"214,249"	1140	188
Oneida County	New York	"114,683"	"233,585"	1258	186
Onondaga County	New York	"178,988"	"468,387"	806	581
Ontario County	New York	"49,052"	"109,103"	663	165
Orange County	New York	"128,102"	"375,592"	839	448
Orleans County	New York	"20,544"	"42,235"	817	52
Oswego County	New York	"58,797"	"121,165"	1312	92
Otsego County	New York	"39,187"	"61,683"	1016	61
Putnam County	New York	"42,656"	"99,645"	246	405
Queens County	New York	"324,168"	"2,296,175"		
Rensselaer County	New York	"66,792"	"159,918"	665	240
Richmond County	New York	"123,789"	"472,621"		
Rockland County	New York	"90,022"	"320,903"	199	1610
Saratoga County	New York	"98,179"	"223,865"	844	265
Schenectady County	New York	"59,511"	"155,333"	209	742
Schoharie County	New York	"22,850"	"31,844"	626	51
Schuyler County	New York	"12,760"	"18,460"	342	54
Seneca County	New York	"53,553"	"35,409"	390	91
St. Lawrence County	New York	"70,489"	"111,963"	2821	40
Steuben County	New York	"59,162"	"98,650"	"1,404"	70
Suffolk County	New York	"194,118"	"1,499,738"	"2,373"	632
Sullivan County	New York	"43,068"	"76,665"	997	77
Tioga County	New York	"25,639"	"50,243"	523	96
Tompkins County	New York	"34,330"	"103,617"	492	211
